instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,event,temp_cat,atemp_cat,hum_cat,wind_cat
7908,2011-12-01,Fall,2011,December,3,Non-Holiday,Thursday,Work,Clear,4.22,-0.0,56.0,17.0,7,No,Cold,Cold,Optimum,Slow Wind
7909,2011-12-01,Fall,2011,December,4,Non-Holiday,Thursday,Work,Clear,4.22,-0.0,56.0,19.0,1,No,Cold,Cold,Optimum,Slow Wind
7910,2011-12-01,Fall,2011,December,5,Non-Holiday,Thursday,Work,Clear,4.22,-0.0,56.0,17.0,24,No,Cold,Cold,Optimum,Slow Wind
7911,2011-12-01,Fall,2011,December,6,Non-Holiday,Thursday,Work,Clear,3.28,-2.0,65.0,19.0,97,No,Cold,Cold,Too Moist,Slow Wind
7912,2011-12-01,Fall,2011,December,7,Non-Holiday,Thursday,Work,Clear,3.28,-2.0,65.0,24.0,276,No,Cold,Cold,Too Moist,Normal
7913,2011-12-01,Fall,2011,December,8,Non-Holiday,Thursday,Work,Clear,4.22,-1.0,60.0,22.0,477,No,Cold,Cold,Optimum,Normal
7914,2011-12-01,Fall,2011,December,9,Non-Holiday,Thursday,Work,Clear,6.1,2.0,52.0,22.0,224,No,Cold,Cold,Optimum,Normal
7915,2011-12-01,Fall,2011,December,10,Non-Holiday,Thursday,Work,Clear,7.04,4.0,53.0,20.0,93,No,Cold,Cold,Optimum,Slow Wind
7916,2011-12-01,Fall,2011,December,11,Non-Holiday,Thursday,Work,Clear,7.98,5.0,49.0,17.0,102,No,Cold,Cold,Optimum,Slow Wind
7917,2011-12-01,Fall,2011,December,12,Non-Holiday,Thursday,Work,Clear,8.92,7.0,46.0,15.0,148,No,Cold,Cold,Optimum,Slow Wind
7918,2011-12-01,Fall,2011,December,13,Non-Holiday,Thursday,Work,Clear,10.8,11.0,40.0,15.0,154,No,Cool,Cool,Optimum,Slow Wind
7919,2011-12-01,Fall,2011,December,14,Non-Holiday,Thursday,Work,Clear,10.8,11.0,40.0,15.0,150,No,Cool,Cool,Optimum,Slow Wind
7920,2011-12-01,Fall,2011,December,15,Non-Holiday,Thursday,Work,Clear,10.8,11.0,40.0,15.0,154,No,Cool,Cool,Optimum,Slow Wind
7921,2011-12-01,Fall,2011,December,16,Non-Holiday,Thursday,Work,Clear,10.8,11.0,40.0,13.0,201,No,Cool,Cool,Optimum,Slow Wind
7922,2011-12-01,Fall,2011,December,17,Non-Holiday,Thursday,Work,Clear,8.92,7.0,46.0,9.0,418,No,Cold,Cold,Optimum,Slow Wind
7923,2011-12-01,Fall,2011,December,18,Non-Holiday,Thursday,Work,Clear,8.92,8.0,43.0,7.0,405,No,Cold,Cold,Optimum,Slow Wind
7924,2011-12-01,Fall,2011,December,19,Non-Holiday,Thursday,Work,Clear,7.98,7.0,46.0,7.0,228,No,Cold,Cold,Optimum,Slow Wind
7925,2011-12-01,Fall,2011,December,20,Non-Holiday,Thursday,Work,Clear,7.98,7.0,46.0,7.0,190,No,Cold,Cold,Optimum,Slow Wind
7926,2011-12-01,Fall,2011,December,21,Non-Holiday,Thursday,Work,Clear,6.1,5.0,61.0,7.0,162,No,Cold,Cold,Too Moist,Slow Wind
7927,2011-12-01,Fall,2011,December,22,Non-Holiday,Thursday,Work,Clear,6.1,6.0,61.0,0.0,104,No,Cold,Cold,Too Moist,Slow Wind
7928,2011-12-01,Fall,2011,December,23,Non-Holiday,Thursday,Work,Clear,4.22,3.0,70.0,6.0,73,No,Cold,Cold,Too Moist,Slow Wind
7929,2011-12-02,Fall,2011,December,0,Non-Holiday,Friday,Work,Clear,4.22,3.0,70.0,6.0,38,No,Cold,Cold,Too Moist,Slow Wind
7930,2011-12-02,Fall,2011,December,1,Non-Holiday,Friday,Work,Clear,3.28,3.0,75.0,0.0,15,No,Cold,Cold,Too Moist,Slow Wind
7931,2011-12-02,Fall,2011,December,2,Non-Holiday,Friday,Work,Clear,3.28,3.0,75.0,0.0,10,No,Cold,Cold,Too Moist,Slow Wind
7932,2011-12-02,Fall,2011,December,3,Non-Holiday,Friday,Work,Clear,2.34,2.0,80.0,0.0,1,No,Cold,Cold,Too Moist,Slow Wind
7933,2011-12-02,Fall,2011,December,4,Non-Holiday,Friday,Work,Clear,2.34,2.0,80.0,0.0,3,No,Cold,Cold,Too Moist,Slow Wind
7934,2011-12-02,Fall,2011,December,5,Non-Holiday,Friday,Work,Clear,2.34,1.0,80.0,6.0,23,No,Cold,Cold,Too Moist,Slow Wind
7935,2011-12-02,Fall,2011,December,6,Non-Holiday,Friday,Work,Clear,2.34,2.0,80.0,0.0,87,No,Cold,Cold,Too Moist,Slow Wind
7936,2011-12-02,Fall,2011,December,7,Non-Holiday,Friday,Work,Clear,2.34,1.0,87.0,6.0,205,No,Cold,Cold,Too Moist,Slow Wind
7937,2011-12-02,Fall,2011,December,8,Non-Holiday,Friday,Work,Clear,3.28,3.0,87.0,0.0,445,No,Cold,Cold,Too Moist,Slow Wind
7938,2011-12-02,Fall,2011,December,9,Non-Holiday,Friday,Work,Clear,5.16,5.0,81.0,0.0,246,No,Cold,Cold,Too Moist,Slow Wind
7939,2011-12-02,Fall,2011,December,10,Non-Holiday,Friday,Work,Clear,6.1,3.0,75.0,15.0,105,No,Cold,Cold,Too Moist,Slow Wind
7940,2011-12-02,Fall,2011,December,11,Non-Holiday,Friday,Work,Clear,7.98,6.0,66.0,11.0,160,No,Cold,Cold,Too Moist,Slow Wind
7941,2011-12-02,Fall,2011,December,12,Non-Holiday,Friday,Work,Clear,8.92,7.0,57.0,9.0,204,No,Cold,Cold,Optimum,Slow Wind
7942,2011-12-02,Fall,2011,December,13,Non-Holiday,Friday,Work,Clear,10.8,11.0,47.0,9.0,207,No,Cool,Cool,Optimum,Slow Wind
7943,2011-12-02,Fall,2011,December,14,Non-Holiday,Friday,Work,Clear,11.74,12.0,44.0,7.0,170,No,Cool,Cool,Optimum,Slow Wind
7944,2011-12-02,Fall,2011,December,15,Non-Holiday,Friday,Work,Clear,11.74,12.0,41.0,6.0,199,No,Cool,Cool,Optimum,Slow Wind
7945,2011-12-02,Fall,2011,December,16,Non-Holiday,Friday,Work,Clear,11.74,12.0,41.0,6.0,276,No,Cool,Cool,Optimum,Slow Wind
7946,2011-12-02,Fall,2011,December,17,Non-Holiday,Friday,Work,Clear,11.74,12.0,38.0,0.0,411,No,Cool,Cool,Optimum,Slow Wind
7947,2011-12-02,Fall,2011,December,18,Non-Holiday,Friday,Work,Clear,10.8,11.0,50.0,0.0,372,No,Cool,Cool,Optimum,Slow Wind
7948,2011-12-02,Fall,2011,December,19,Non-Holiday,Friday,Work,Clear,7.98,5.0,53.0,17.0,265,No,Cold,Cold,Optimum,Slow Wind
7949,2011-12-02,Fall,2011,December,20,Non-Holiday,Friday,Work,Clear,9.86,10.0,40.0,19.0,190,No,Cold,Cold,Optimum,Slow Wind
7950,2011-12-02,Fall,2011,December,21,Non-Holiday,Friday,Work,Clear,7.98,6.0,49.0,13.0,111,No,Cold,Cold,Optimum,Slow Wind
7951,2011-12-02,Fall,2011,December,22,Non-Holiday,Friday,Work,Clear,7.04,5.0,53.0,13.0,102,No,Cold,Cold,Optimum,Slow Wind
7952,2011-12-02,Fall,2011,December,23,Non-Holiday,Friday,Work,Clear,7.04,4.0,53.0,19.0,95,No,Cold,Cold,Optimum,Slow Wind
7953,2011-12-03,Fall,2011,December,0,Non-Holiday,Saturday,Non-Work,Clear,6.1,3.0,56.0,17.0,75,No,Cold,Cold,Optimum,Slow Wind
7954,2011-12-03,Fall,2011,December,1,Non-Holiday,Saturday,Non-Work,Clear,4.22,1.0,65.0,13.0,71,No,Cold,Cold,Too Moist,Slow Wind
7955,2011-12-03,Fall,2011,December,2,Non-Holiday,Saturday,Non-Work,Clear,4.22,1.0,65.0,11.0,50,No,Cold,Cold,Too Moist,Slow Wind
7956,2011-12-03,Fall,2011,December,3,Non-Holiday,Saturday,Non-Work,Clear,3.28,-0.0,70.0,9.0,9,No,Cold,Cold,Too Moist,Slow Wind
7957,2011-12-03,Fall,2011,December,4,Non-Holiday,Saturday,Non-Work,Clear,2.34,-1.0,75.0,9.0,8,No,Cold,Cold,Too Moist,Slow Wind
7958,2011-12-03,Fall,2011,December,5,Non-Holiday,Saturday,Non-Work,Clear,3.28,1.0,70.0,6.0,6,No,Cold,Cold,Too Moist,Slow Wind
7959,2011-12-03,Fall,2011,December,6,Non-Holiday,Saturday,Non-Work,Clear,3.28,1.0,65.0,7.0,11,No,Cold,Cold,Too Moist,Slow Wind
7960,2011-12-03,Fall,2011,December,7,Non-Holiday,Saturday,Non-Work,Clear,2.34,1.0,75.0,6.0,26,No,Cold,Cold,Too Moist,Slow Wind
7961,2011-12-03,Fall,2011,December,8,Non-Holiday,Saturday,Non-Work,Clear,3.28,1.0,75.0,6.0,63,No,Cold,Cold,Too Moist,Slow Wind
7962,2011-12-03,Fall,2011,December,9,Non-Holiday,Saturday,Non-Work,Clear,4.22,2.0,70.0,7.0,124,No,Cold,Cold,Too Moist,Slow Wind
7963,2011-12-03,Fall,2011,December,10,Non-Holiday,Saturday,Non-Work,Clear,7.04,6.0,61.0,9.0,195,No,Cold,Cold,Too Moist,Slow Wind
7964,2011-12-03,Fall,2011,December,11,Non-Holiday,Saturday,Non-Work,Clear,7.04,6.0,57.0,6.0,275,No,Cold,Cold,Optimum,Slow Wind
7965,2011-12-03,Fall,2011,December,12,Non-Holiday,Saturday,Non-Work,Clear,8.92,9.0,50.0,0.0,358,No,Cold,Cold,Optimum,Slow Wind
7966,2011-12-03,Fall,2011,December,13,Non-Holiday,Saturday,Non-Work,Clear,8.92,8.0,50.0,6.0,292,No,Cold,Cold,Optimum,Slow Wind
7967,2011-12-03,Fall,2011,December,14,Non-Holiday,Saturday,Non-Work,Clear,8.92,9.0,46.0,0.0,343,No,Cold,Cold,Optimum,Slow Wind
7968,2011-12-03,Fall,2011,December,15,Non-Holiday,Saturday,Non-Work,Clear,9.86,10.0,46.0,0.0,337,No,Cold,Cold,Optimum,Slow Wind
7969,2011-12-03,Fall,2011,December,16,Non-Holiday,Saturday,Non-Work,Clear,9.86,10.0,46.0,0.0,305,No,Cold,Cold,Optimum,Slow Wind
7970,2011-12-03,Fall,2011,December,17,Non-Holiday,Saturday,Non-Work,Clear,8.92,9.0,62.0,0.0,232,No,Cold,Cold,Too Moist,Slow Wind
7971,2011-12-03,Fall,2011,December,18,Non-Holiday,Saturday,Non-Work,Clear,7.98,6.0,53.0,9.0,224,No,Cold,Cold,Optimum,Slow Wind
7972,2011-12-03,Fall,2011,December,19,Non-Holiday,Saturday,Non-Work,Clear,6.1,5.0,61.0,6.0,175,No,Cold,Cold,Too Moist,Slow Wind
7973,2011-12-03,Fall,2011,December,20,Non-Holiday,Saturday,Non-Work,Clear,6.1,5.0,61.0,6.0,127,No,Cold,Cold,Too Moist,Slow Wind
7974,2011-12-03,Fall,2011,December,21,Non-Holiday,Saturday,Non-Work,Cloudy,6.1,5.0,61.0,6.0,109,No,Cold,Cold,Too Moist,Slow Wind
7975,2011-12-03,Fall,2011,December,22,Non-Holiday,Saturday,Non-Work,Cloudy,7.04,6.0,61.0,6.0,114,No,Cold,Cold,Too Moist,Slow Wind
7976,2011-12-03,Fall,2011,December,23,Non-Holiday,Saturday,Non-Work,Clear,6.1,4.0,70.0,9.0,85,No,Cold,Cold,Too Moist,Slow Wind
7977,2011-12-04,Fall,2011,December,0,Non-Holiday,Sunday,Non-Work,Clear,6.1,5.0,70.0,7.0,83,No,Cold,Cold,Too Moist,Slow Wind
7978,2011-12-04,Fall,2011,December,1,Non-Holiday,Sunday,Non-Work,Clear,6.1,5.0,75.0,6.0,74,No,Cold,Cold,Too Moist,Slow Wind
7979,2011-12-04,Fall,2011,December,2,Non-Holiday,Sunday,Non-Work,Clear,4.22,4.0,81.0,0.0,62,No,Cold,Cold,Too Moist,Slow Wind
7980,2011-12-04,Fall,2011,December,3,Non-Holiday,Sunday,Non-Work,Clear,5.16,5.0,75.0,0.0,41,No,Cold,Cold,Too Moist,Slow Wind
7981,2011-12-04,Fall,2011,December,4,Non-Holiday,Sunday,Non-Work,Clear,4.22,4.0,87.0,0.0,11,No,Cold,Cold,Too Moist,Slow Wind
7982,2011-12-04,Fall,2011,December,5,Non-Holiday,Sunday,Non-Work,Clear,4.22,4.0,81.0,0.0,4,No,Cold,Cold,Too Moist,Slow Wind
7983,2011-12-04,Fall,2011,December,6,Non-Holiday,Sunday,Non-Work,Clear,3.28,3.0,93.0,0.0,4,No,Cold,Cold,Too Moist,Slow Wind
7984,2011-12-04,Fall,2011,December,7,Non-Holiday,Sunday,Non-Work,Clear,4.22,4.0,87.0,0.0,26,No,Cold,Cold,Too Moist,Slow Wind
7985,2011-12-04,Fall,2011,December,8,Non-Holiday,Sunday,Non-Work,Clear,4.22,4.0,87.0,0.0,55,No,Cold,Cold,Too Moist,Slow Wind
7986,2011-12-04,Fall,2011,December,9,Non-Holiday,Sunday,Non-Work,Clear,6.1,6.0,81.0,0.0,126,No,Cold,Cold,Too Moist,Slow Wind
7987,2011-12-04,Fall,2011,December,10,Non-Holiday,Sunday,Non-Work,Clear,7.04,6.0,81.0,9.0,216,No,Cold,Cold,Too Moist,Slow Wind
7988,2011-12-04,Fall,2011,December,11,Non-Holiday,Sunday,Non-Work,Clear,7.98,6.0,81.0,11.0,254,No,Cold,Cold,Too Moist,Slow Wind
7989,2011-12-04,Fall,2011,December,12,Non-Holiday,Sunday,Non-Work,Clear,8.92,7.0,81.0,11.0,329,No,Cold,Cold,Too Moist,Slow Wind
7990,2011-12-04,Fall,2011,December,13,Non-Holiday,Sunday,Non-Work,Clear,10.8,11.0,66.0,15.0,357,No,Cool,Cool,Too Moist,Slow Wind
7991,2011-12-04,Fall,2011,December,14,Non-Holiday,Sunday,Non-Work,Clear,11.74,12.0,62.0,9.0,323,No,Cool,Cool,Too Moist,Slow Wind
7992,2011-12-04,Fall,2011,December,15,Non-Holiday,Sunday,Non-Work,Clear,11.74,12.0,62.0,13.0,296,No,Cool,Cool,Too Moist,Slow Wind
7993,2011-12-04,Fall,2011,December,16,Non-Holiday,Sunday,Non-Work,Clear,11.74,12.0,58.0,15.0,330,No,Cool,Cool,Optimum,Slow Wind
7994,2011-12-04,Fall,2011,December,17,Non-Holiday,Sunday,Non-Work,Clear,9.86,10.0,76.0,9.0,245,No,Cold,Cold,Too Moist,Slow Wind
7995,2011-12-04,Fall,2011,December,18,Non-Holiday,Sunday,Non-Work,Clear,9.86,10.0,71.0,0.0,171,No,Cold,Cold,Too Moist,Slow Wind
7996,2011-12-04,Fall,2011,December,19,Non-Holiday,Sunday,Non-Work,Clear,9.86,10.0,76.0,0.0,173,No,Cold,Cold,Too Moist,Slow Wind
7997,2011-12-04,Fall,2011,December,20,Non-Holiday,Sunday,Non-Work,Clear,8.92,7.0,76.0,9.0,124,No,Cold,Cold,Too Moist,Slow Wind
7998,2011-12-04,Fall,2011,December,21,Non-Holiday,Sunday,Non-Work,Clear,8.92,8.0,81.0,7.0,72,No,Cold,Cold,Too Moist,Slow Wind
7999,2011-12-04,Fall,2011,December,22,Non-Holiday,Sunday,Non-Work,Clear,7.98,7.0,87.0,7.0,64,No,Cold,Cold,Too Moist,Slow Wind
8000,2011-12-04,Fall,2011,December,23,Non-Holiday,Sunday,Non-Work,Clear,7.98,7.0,87.0,7.0,45,No,Cold,Cold,Too Moist,Slow Wind
8001,2011-12-05,Fall,2011,December,0,Non-Holiday,Monday,Work,Clear,7.04,6.0,87.0,6.0,24,No,Cold,Cold,Too Moist,Slow Wind
8002,2011-12-05,Fall,2011,December,1,Non-Holiday,Monday,Work,Clear,7.04,7.0,87.0,0.0,12,No,Cold,Cold,Too Moist,Slow Wind
8003,2011-12-05,Fall,2011,December,2,Non-Holiday,Monday,Work,Clear,7.04,7.0,87.0,0.0,8,No,Cold,Cold,Too Moist,Slow Wind
8004,2011-12-05,Fall,2011,December,3,Non-Holiday,Monday,Work,Clear,7.04,7.0,87.0,0.0,2,No,Cold,Cold,Too Moist,Slow Wind
8005,2011-12-05,Fall,2011,December,4,Non-Holiday,Monday,Work,Clear,6.1,5.0,87.0,7.0,7,No,Cold,Cold,Too Moist,Slow Wind
8006,2011-12-05,Fall,2011,December,5,Non-Holiday,Monday,Work,Clear,6.1,5.0,87.0,7.0,25,No,Cold,Cold,Too Moist,Slow Wind
8007,2011-12-05,Fall,2011,December,6,Non-Holiday,Monday,Work,Clear,6.1,5.0,93.0,6.0,90,No,Cold,Cold,Too Moist,Slow Wind
8008,2011-12-05,Fall,2011,December,7,Non-Holiday,Monday,Work,Clear,7.04,7.0,90.0,0.0,283,No,Cold,Cold,Too Moist,Slow Wind
8009,2011-12-05,Fall,2011,December,8,Non-Holiday,Monday,Work,Clear,7.04,7.0,93.0,0.0,404,No,Cold,Cold,Too Moist,Slow Wind
8010,2011-12-05,Fall,2011,December,9,Non-Holiday,Monday,Work,Cloudy,8.92,8.0,87.0,6.0,190,No,Cold,Cold,Too Moist,Slow Wind
8011,2011-12-05,Fall,2011,December,10,Non-Holiday,Monday,Work,Cloudy,8.92,8.0,87.0,6.0,87,No,Cold,Cold,Too Moist,Slow Wind
8012,2011-12-05,Fall,2011,December,11,Non-Holiday,Monday,Work,Cloudy,8.92,8.0,87.0,6.0,123,No,Cold,Cold,Too Moist,Slow Wind
8013,2011-12-05,Fall,2011,December,12,Non-Holiday,Monday,Work,Cloudy,10.8,11.0,76.0,7.0,154,No,Cool,Cool,Too Moist,Slow Wind
8014,2011-12-05,Fall,2011,December,13,Non-Holiday,Monday,Work,Cloudy,11.74,12.0,71.0,6.0,171,No,Cool,Cool,Too Moist,Slow Wind
8015,2011-12-05,Fall,2011,December,14,Non-Holiday,Monday,Work,Cloudy,13.62,14.0,67.0,0.0,133,No,Cool,Cool,Too Moist,Slow Wind
8016,2011-12-05,Fall,2011,December,15,Non-Holiday,Monday,Work,Cloudy,13.62,14.0,72.0,6.0,148,No,Cool,Cool,Too Moist,Slow Wind
8017,2011-12-05,Fall,2011,December,16,Non-Holiday,Monday,Work,Clear,15.5,16.0,63.0,6.0,248,No,Cool,Cool,Too Moist,Slow Wind
8018,2011-12-05,Fall,2011,December,17,Non-Holiday,Monday,Work,Clear,11.74,12.0,77.0,0.0,446,No,Cool,Cool,Too Moist,Slow Wind
8019,2011-12-05,Fall,2011,December,18,Non-Holiday,Monday,Work,Clear,12.68,13.0,77.0,0.0,399,No,Cool,Cool,Too Moist,Slow Wind
8020,2011-12-05,Fall,2011,December,19,Non-Holiday,Monday,Work,Cloudy,13.62,14.0,77.0,0.0,308,No,Cool,Cool,Too Moist,Slow Wind
8021,2011-12-05,Fall,2011,December,20,Non-Holiday,Monday,Work,Cloudy,13.62,14.0,82.0,7.0,205,No,Cool,Cool,Too Moist,Slow Wind
8022,2011-12-05,Fall,2011,December,21,Non-Holiday,Monday,Work,Cloudy,12.68,13.0,88.0,6.0,176,No,Cool,Cool,Too Moist,Slow Wind
8023,2011-12-05,Fall,2011,December,22,Non-Holiday,Monday,Work,Cloudy,12.68,13.0,88.0,9.0,106,No,Cool,Cool,Too Moist,Slow Wind
8024,2011-12-05,Fall,2011,December,23,Non-Holiday,Monday,Work,Cloudy,13.62,14.0,88.0,9.0,62,No,Cool,Cool,Too Moist,Slow Wind
8025,2011-12-06,Fall,2011,December,0,Non-Holiday,Tuesday,Work,Cloudy,15.5,16.0,77.0,20.0,28,No,Cool,Cool,Too Moist,Slow Wind
8026,2011-12-06,Fall,2011,December,1,Non-Holiday,Tuesday,Work,Cloudy,13.62,14.0,88.0,20.0,16,No,Cool,Cool,Too Moist,Slow Wind
8027,2011-12-06,Fall,2011,December,2,Non-Holiday,Tuesday,Work,Cloudy,13.62,14.0,87.0,13.0,3,No,Cool,Cool,Too Moist,Slow Wind
8028,2011-12-06,Fall,2011,December,3,Non-Holiday,Tuesday,Work,Cloudy,13.62,14.0,87.0,13.0,3,No,Cool,Cool,Too Moist,Slow Wind
8029,2011-12-06,Fall,2011,December,4,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,88.0,15.0,7,No,Cool,Cool,Too Moist,Slow Wind
8030,2011-12-06,Fall,2011,December,5,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,88.0,15.0,20,No,Cool,Cool,Too Moist,Slow Wind
8031,2011-12-06,Fall,2011,December,6,Non-Holiday,Tuesday,Work,Cloudy,12.68,13.0,94.0,19.0,86,No,Cool,Cool,Too Moist,Slow Wind
8032,2011-12-06,Fall,2011,December,7,Non-Holiday,Tuesday,Work,Cloudy,13.62,14.0,94.0,13.0,234,No,Cool,Cool,Too Moist,Slow Wind
8033,2011-12-06,Fall,2011,December,8,Non-Holiday,Tuesday,Work,Cloudy,13.62,14.0,94.0,13.0,414,No,Cool,Cool,Too Moist,Slow Wind
8034,2011-12-06,Fall,2011,December,9,Non-Holiday,Tuesday,Work,Cloudy,13.62,14.0,94.0,15.0,204,No,Cool,Cool,Too Moist,Slow Wind
8035,2011-12-06,Fall,2011,December,10,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,94.0,19.0,50,No,Cool,Cool,Too Moist,Slow Wind
8036,2011-12-06,Fall,2011,December,11,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,94.0,17.0,32,No,Cool,Cool,Too Moist,Slow Wind
8037,2011-12-06,Fall,2011,December,12,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,100.0,15.0,55,No,Cool,Cool,Too Moist,Slow Wind
8038,2011-12-06,Fall,2011,December,13,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,100.0,13.0,71,No,Cool,Cool,Too Moist,Slow Wind
8039,2011-12-06,Fall,2011,December,14,Non-Holiday,Tuesday,Work,Light Rain/Snow,14.56,15.0,100.0,15.0,75,No,Cool,Cool,Too Moist,Slow Wind
8040,2011-12-06,Fall,2011,December,15,Non-Holiday,Tuesday,Work,Light Rain/Snow,15.5,16.0,100.0,13.0,45,No,Cool,Cool,Too Moist,Slow Wind
8041,2011-12-06,Fall,2011,December,16,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,100.0,17.0,88,No,Cool,Cool,Too Moist,Slow Wind
8042,2011-12-06,Fall,2011,December,17,Non-Holiday,Tuesday,Work,Cloudy,13.62,14.0,100.0,15.0,262,No,Cool,Cool,Too Moist,Slow Wind
8043,2011-12-06,Fall,2011,December,18,Non-Holiday,Tuesday,Work,Cloudy,13.62,14.0,100.0,19.0,304,No,Cool,Cool,Too Moist,Slow Wind
8044,2011-12-06,Fall,2011,December,19,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,100.0,20.0,233,No,Cool,Cool,Too Moist,Slow Wind
8045,2011-12-06,Fall,2011,December,20,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,100.0,20.0,110,No,Cool,Cool,Too Moist,Slow Wind
8046,2011-12-06,Fall,2011,December,21,Non-Holiday,Tuesday,Work,Cloudy,12.68,13.0,100.0,13.0,114,No,Cool,Cool,Too Moist,Slow Wind
8047,2011-12-06,Fall,2011,December,22,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,100.0,11.0,87,No,Cool,Cool,Too Moist,Slow Wind
8048,2011-12-06,Fall,2011,December,23,Non-Holiday,Tuesday,Work,Light Rain/Snow,13.62,14.0,100.0,11.0,53,No,Cool,Cool,Too Moist,Slow Wind
8049,2011-12-07,Fall,2011,December,0,Non-Holiday,Wednesday,Work,Clear,12.68,13.0,100.0,13.0,33,No,Cool,Cool,Too Moist,Slow Wind
8050,2011-12-07,Fall,2011,December,1,Non-Holiday,Wednesday,Work,Cloudy,13.62,14.0,100.0,17.0,13,No,Cool,Cool,Too Moist,Slow Wind
8051,2011-12-07,Fall,2011,December,2,Non-Holiday,Wednesday,Work,Light Rain/Snow,13.62,14.0,100.0,15.0,6,No,Cool,Cool,Too Moist,Slow Wind
8052,2011-12-07,Fall,2011,December,3,Non-Holiday,Wednesday,Work,Light Rain/Snow,13.62,14.0,100.0,15.0,3,No,Cool,Cool,Too Moist,Slow Wind
8053,2011-12-07,Fall,2011,December,4,Non-Holiday,Wednesday,Work,Light Rain/Snow,13.62,14.0,100.0,11.0,1,No,Cool,Cool,Too Moist,Slow Wind
8054,2011-12-07,Fall,2011,December,5,Non-Holiday,Wednesday,Work,Light Rain/Snow,13.62,14.0,100.0,11.0,3,No,Cool,Cool,Too Moist,Slow Wind
8055,2011-12-07,Fall,2011,December,6,Non-Holiday,Wednesday,Work,Light Rain/Snow,14.56,15.0,100.0,28.0,18,No,Cool,Cool,Too Moist,Normal
8056,2011-12-07,Fall,2011,December,7,Non-Holiday,Wednesday,Work,Light Rain/Snow,12.68,13.0,100.0,7.0,46,No,Cool,Cool,Too Moist,Slow Wind
8057,2011-12-07,Fall,2011,December,8,Non-Holiday,Wednesday,Work,Light Rain/Snow,12.68,13.0,100.0,0.0,86,No,Cool,Cool,Too Moist,Slow Wind
8058,2011-12-07,Fall,2011,December,9,Non-Holiday,Wednesday,Work,Light Rain/Snow,12.68,13.0,100.0,17.0,64,No,Cool,Cool,Too Moist,Slow Wind
8059,2011-12-07,Fall,2011,December,10,Non-Holiday,Wednesday,Work,Light Rain/Snow,12.68,13.0,100.0,6.0,33,No,Cool,Cool,Too Moist,Slow Wind
8060,2011-12-07,Fall,2011,December,11,Non-Holiday,Wednesday,Work,Light Rain/Snow,12.68,13.0,100.0,6.0,50,No,Cool,Cool,Too Moist,Slow Wind
8061,2011-12-07,Fall,2011,December,12,Non-Holiday,Wednesday,Work,Light Rain/Snow,12.68,13.0,100.0,9.0,33,No,Cool,Cool,Too Moist,Slow Wind
8062,2011-12-07,Fall,2011,December,13,Non-Holiday,Wednesday,Work,Light Rain/Snow,12.68,13.0,100.0,13.0,33,No,Cool,Cool,Too Moist,Slow Wind
8063,2011-12-07,Fall,2011,December,14,Non-Holiday,Wednesday,Work,Light Rain/Snow,12.68,13.0,100.0,13.0,25,No,Cool,Cool,Too Moist,Slow Wind
8064,2011-12-07,Fall,2011,December,15,Non-Holiday,Wednesday,Work,Light Rain/Snow,11.74,12.0,94.0,15.0,30,No,Cool,Cool,Too Moist,Slow Wind
8065,2011-12-07,Fall,2011,December,16,Non-Holiday,Wednesday,Work,Light Rain/Snow,11.74,12.0,94.0,13.0,31,No,Cool,Cool,Too Moist,Slow Wind
8066,2011-12-07,Fall,2011,December,17,Non-Holiday,Wednesday,Work,Light Rain/Snow,10.8,11.0,100.0,22.0,52,No,Cool,Cool,Too Moist,Normal
8067,2011-12-07,Fall,2011,December,18,Non-Holiday,Wednesday,Work,Light Rain/Snow,10.8,11.0,94.0,20.0,51,No,Cool,Cool,Too Moist,Slow Wind
8068,2011-12-07,Fall,2011,December,19,Non-Holiday,Wednesday,Work,Light Rain/Snow,7.98,3.0,87.0,43.0,33,No,Cold,Cold,Too Moist,Strong Wind
8069,2011-12-07,Fall,2011,December,20,Non-Holiday,Wednesday,Work,Light Rain/Snow,7.98,3.0,87.0,43.0,26,No,Cold,Cold,Too Moist,Strong Wind
8070,2011-12-07,Fall,2011,December,21,Non-Holiday,Wednesday,Work,Light Rain/Snow,6.1,1.0,87.0,35.0,6,No,Cold,Cold,Too Moist,Normal
8071,2011-12-07,Fall,2011,December,22,Non-Holiday,Wednesday,Work,Light Rain/Snow,3.28,-3.0,93.0,30.0,13,No,Cold,Cold,Too Moist,Normal
8072,2011-12-07,Fall,2011,December,23,Non-Holiday,Wednesday,Work,Clear,3.28,-2.0,93.0,26.0,16,No,Cold,Cold,Too Moist,Normal
